track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,popular,loudness,playlist_genre,track_id,duration_ms,released_date
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,70106975,120,A,1,0.78,0.05,0.3,0.21,0,0.13,0.05,1,,,,,6/2/23
Area Codes,"Kaliii, Kaliii",2,2023,3,17,113509496,155,C♯/D♭,1,0.82,0.51,0.39,0.02,0,0.09,0.49,1,,,,,3/17/23
Abcdario,"Junior H, Eden MuÔøΩÔ",2,2023,5,13,89933133,129,G♯/A♭,1,0.7,0.42,0.43,0.78,0,0.11,0.03,1,,,,,5/13/23
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,71007139,135,F,0,0.8,0.85,0.74,0.62,0,0.08,0.09,1,,,,,9/29/22
PiÔøΩÔøΩman DeÔø,"Semicenk, DoÔøΩÔøΩu ",2,2023,6,2,43522589,98,A♯/B♭,0,0.73,0.45,0.62,0.28,0,0.13,0.13,1,,,,,6/2/23
FLOWER,JISOO,1,2023,3,31,232896922,124,A,0,0.84,0.64,0.39,0.03,0,0.11,0.04,1,,,,,3/31/23
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,37126685,135,A,0,0.77,0.28,0.55,0.18,0,0.22,0.15,1,,,,,6/2/23
Eyes Closed,Ed Sheeran,1,2023,3,23,195576623,107,D,1,0.78,0.39,0.53,0.3,0,0.11,0.06,1,,,,,3/23/23
Escapism.,"RAYE, 070 Shake",2,2022,10,12,532336353,96,D,1,0.54,0.25,0.74,0.14,0,0.09,0.11,1,,,,,10/12/22
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,538115192,123,G♯/A♭,1,0.71,0.58,0.7,0.3,0,0.32,0.19,1,,,,,11/30/22
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,46142772,90,G♯/A♭,1,0.62,0.07,0.62,0.06,0,0.58,0.06,1,,,,,5/26/23
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,401036314,117,F,0,0.72,0.45,0.59,0.14,0,0.2,0.21,1,,,,,12/2/22
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,127026613,133,A,0,0.78,0.9,0.84,0.31,0,0.07,0.04,1,,,,,4/4/23
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,345031710,96,G♯/A♭,0,0.74,0.61,0.83,0.11,0,0.35,0.06,1,,,,,12/2/22
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,288101651,149,G♯/A♭,1,0.66,0.85,0.6,0.4,0,0.14,0.13,1,,,,,12/1/22
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,60350538,110,F♯/G♭,0,0.66,0.32,0.4,0.81,0,0.11,0.03,1,,,,,5/26/23
Players,Coi Leray,1,2022,11,30,335074782,105,F♯/G♭,1,0.95,0.62,0.52,0.03,0,0.05,0.16,1,,,,,11/30/22
Bite Me,ENHYPEN,1,2023,5,22,76767396,105,C♯/D♭,1,0.8,0.69,0.78,0.28,0,0.11,0.14,1,,,,,5/22/23
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,46065667,134,B,1,0.76,0.61,0.58,0.06,0,0.16,0.03,1,,,,,5/26/23
Normal,Feid,1,2022,7,8,459276435,170,E,0,0.71,0.59,0.56,0.04,0,0.27,0.12,1,,,,,7/8/22
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,39666245,81,F♯/G♭,1,0.59,0.26,0.6,0.46,0.01,0.25,0.13,1,,,,,6/2/23
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,138517666,154,F♯/G♭,1,0.63,0.75,0.92,0.31,0,0.91,0.05,1,,,,,3/1/23
Bad Habit,Steve Lacy,1,2022,6,29,822633917,169,C♯/D♭,1,0.69,0.69,0.51,0.63,0,0.38,0.04,1,,,,,6/29/22
CUFF IT,BeyoncÔø,1,2022,7,29,595900742,115,G,1,0.78,0.64,0.69,0.04,0,0.07,0.14,1,,,,,7/29/22
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,51985779,84,A,0,0.43,0.14,0.74,0.01,0,0.19,0.08,1,,,,,6/5/23
69,"Nicky Jam, Feid",2,2023,5,18,57945987,93,G♯/A♭,1,0.79,0.58,0.62,0.11,0,0.11,0.23,1,,,,,5/18/23
NiÔøΩÔøΩa Bo,"Sean Paul, Feid",2,2023,4,21,115010040,91,G,1,0.82,0.47,0.62,0.1,0,0.1,0.15,1,,,,,4/21/23
Search & Rescue,Drake,1,2023,4,7,175097833,142,A♯/B♭,0,0.82,0.54,0.44,0.06,0,0.33,0.07,1,,,,,4/7/23
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, BeyoncÔø",2,2023,5,19,57089066,126,C♯/D♭,1,0.78,0.2,0.7,0.01,0,0.16,0.04,1,,,,,5/19/23
Lavender Haze,Taylor Swift,1,2022,10,21,488386797,97,A♯/B♭,1,0.73,0.1,0.44,0.26,0,0.16,0.08,1,,,,,10/21/22
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,32761689,101,F,1,0.92,0.59,0.51,0.41,0.51,0.26,0.08,1,,,,,6/2/23
Efecto,Bad Bunny,1,2022,5,6,1047480053,98,G,0,0.8,0.23,0.48,0.14,0,0.06,0.05,1,,,,,5/6/22
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,153454328,154,F♯/G♭,1,0.59,0.63,0.89,0.18,0,0.8,0.09,1,,,,,1/27/23
Cupido,Tini,1,2023,2,14,217672943,120,A,1,0.91,0.63,0.58,0.52,0,0.31,0.22,1,,,,,2/14/23
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,457184829,150,B,1,0.49,0.04,0.55,0.07,0,0.06,0.03,1,,,,,10/17/22
Until I Found You,Stephen Sanchez,1,2021,9,1,726434358,202,A♯/B♭,1,0.34,0.25,0.51,0.69,0,0.18,0.04,1,,,,,9/1/21
Rich Flex,"Drake, 21 Savage",2,2022,11,4,573633020,153,B,0,0.56,0.42,0.52,0.05,0,0.36,0.24,1,,,,,11/4/22
Easy On Me,Adele,1,2021,10,14,1406111294,142,F,1,0.6,0.13,0.37,0.58,0,0.13,0.03,1,,,,,10/14/21
CartÔøΩÔøΩo B,"MC Caverinha, KayBlack",2,2023,5,11,71573339,108,A,0,0.84,0.55,0.47,0.26,0,0.2,0.64,1,,,,,5/11/23
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,24975653,143,B,1,0.83,0.25,0.69,0.04,0,0.23,0.12,1,,,,,6/2/23
Oi Balde - Ao Vivo,ZÔøΩÔøΩ Neto & Crist,1,2023,2,14,145458418,108,D,1,0.67,0.55,0.67,0.6,0,0.8,0.05,1,,,,,2/14/23
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,231332117,93,F♯/G♭,0,0.84,0.96,0.79,0.43,0,0.18,0.11,1,,,,,12/16/22
The Color Violet,Tory Lanez,1,2021,12,10,415932686,105,F♯/G♭,0,0.65,0.46,0.53,0.16,0,0.09,0.05,1,,,,,12/10/21
Glimpse of Us,Joji,1,2022,6,10,988515741,170,G♯/A♭,1,0.44,0.27,0.32,0.89,0,0.14,0.05,1,,,,,6/10/22
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,50847624,178,C♯/D♭,0,0.62,0.56,0.66,0.18,0,0.12,0.05,1,,,,,5/4/23
Curtains,Ed Sheeran,1,2023,5,5,39893489,176,F♯/G♭,0,0.5,0.44,0.76,0.1,0,0.32,0.05,1,,,,,5/5/23
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,92035115,104,E,0,0.8,0.38,0.88,0.11,0,0.11,0.05,1,,,,,5/1/23
Haegeum,Agust D,1,2023,4,21,118810253,85,G,1,0.7,0.83,0.84,0.31,0,0.47,0.3,1,,,,,4/21/23
ConexÔøΩÔøΩes de MÔøΩÔøΩfia (feat. Rich ,"Rich The Kid, MatuÔø",2,2023,4,30,77233241,117,F♯/G♭,0,0.77,0.69,0.58,0.39,0,0.26,0.05,1,,,,,4/30/23
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,206399629,80,,1,0.52,0.57,0.48,0.86,0,0.15,0.39,1,,,,,2/24/23
Never Felt So Alone,Labrinth,1,2023,4,7,117747907,98,F,1,0.44,0.36,0.41,0.5,0,0.38,0.05,1,,,,,4/7/23
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,266624541,178,C♯/D♭,0,0.79,0.58,0.78,0.34,0,0.11,0.25,1,,,,,2/2/23
ceilings,Lizzy McAlpine,1,2022,4,8,293186992,148,A,1,0.51,0.27,0.33,0.48,0,0.22,0.03,1,,,,,4/8/22
Cupid,Fifty Fifty,1,2023,2,24,139681964,120,D,1,0.77,0.94,0.66,0.65,0,0.38,0.03,1,,,,,2/24/23
I AM,IVE,1,2023,4,10,123132751,122,E,0,0.68,0.38,0.88,0.01,0,0.08,0.05,1,,,,,4/10/23
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,162887075,96,D,1,0.93,0.47,0.47,0.33,0,0.1,0.36,1,,,,,3/4/23
Super,SEVENTEEN,1,2023,4,24,91221625,137,G♯/A♭,1,0.77,0.35,0.88,0.16,0,0.17,0.09,1,,,,,4/24/23
Slut Me Out,NLE Choppa,1,2022,4,22,190490915,121,F♯/G♭,0,0.94,0.71,0.61,0.12,0,0.53,0.42,1,,,,,4/22/22
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,96180277,119,A,0,0.6,0.1,0.57,0.01,0,0.5,0.03,1,,,,,4/21/23
PROVENZA,Karol G,1,2022,4,21,885093467,111,C♯/D♭,1,0.87,0.53,0.52,0.66,0.01,0.11,0.05,1,,,,,4/21/22
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,104992946,148,A,1,0.9,0.74,0.68,0.14,0,0.1,0.19,1,,,,,4/14/23
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,147290338,182,A,1,0.57,0.8,0.59,0.08,0,0.06,0.05,1,,,,,2/3/23
Shivers,Ed Sheeran,1,2021,9,9,1302184087,141,D,1,0.79,0.82,0.86,0.28,0,0.04,0.09,1,,,,,9/9/21
Igualito a Mi ApÔø,"Fuerza Regida, Peso Pluma",2,2022,12,30,158950978,145,E,0,0.76,0.8,0.81,0.19,0,0.06,0.09,1,,,,,12/30/22
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,76910644,110,B,0,0.76,0.26,0.7,0.01,0,0.41,0.06,1,,,,,4/25/23
Komang,Raim Laode,1,2022,8,16,137123880,134,G,1,0.7,0.35,0.41,0.41,0,0.1,0.03,1,,,,,8/16/22
DESPECHÔø,ROSALÔøΩ,1,2022,7,28,782369383,130,G,1,0.92,0.78,0.62,0.18,0,0.06,0.1,1,,,,,7/28/22
Made You Look,Meghan Trainor,1,2022,10,21,502574952,145,A♯/B♭,1,0.84,0.88,0.53,0.35,0,0.08,0.07,1,,,,,10/21/22
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,207033255,130,B,0,0.69,0.36,0.9,0.01,0.1,0.15,0.04,1,,,,,2/5/23
No Se Va,Grupo Frontera,1,2022,4,28,404887295,173,,1,0.59,0.69,0.53,0.12,0,0.23,0.03,1,,,,,4/28/22
Punto G,Quevedo,1,2022,11,4,381161027,92,B,0,0.75,0.55,0.76,0.25,0,0.1,0.15,1,,,,,11/4/22
METAMORPHOSIS,INTERWORLD,1,2021,11,25,357580552,175,G,0,0.59,0.15,0.64,0.43,0.9,0.12,0.1,1,,,,,11/25/21
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,61105704,120,G,0,0.8,0.33,0.7,0.22,0,0.09,0.04,1,,,,,4/27/23
En Paris,"El Chachito, Junior H",2,2022,12,24,198275403,139,D♯/E♭,0,0.7,0.77,0.48,0.37,0,0.12,0.05,1,,,,,12/24/22
Set Me Free Pt.2,Jimin,1,2023,3,17,168448603,132,,0,0.59,0.56,0.82,0.12,0,0.12,0.06,1,,,,,3/17/23
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,34502215,145,B,0,0.54,0.19,0.48,0.36,0,0.37,0.05,1,,,,,5/4/23
Shut Down,BLACKPINK,1,2022,9,16,482175240,110,,1,0.82,0.67,0.69,0,0,0.18,0.04,1,,,,,9/16/22
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,304118600,94,G♯/A♭,1,0.89,0.61,0.66,0.17,0,0.36,0.16,1,,,,,12/22/22
Like Crazy (English Version),Jimin,1,2023,3,24,173627354,120,G,1,0.62,0.32,0.76,0,0,0.39,0.04,1,,,,,3/24/23
Rosa Pastel,"Jasiel NuÔøΩÔøΩez, Peso P",2,2023,2,2,90025258,123,G,0,0.7,0.86,0.68,0.24,0,0.11,0.04,1,,,,,2/2/23
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,652704649,131,A♯/B♭,1,0.77,0.84,0.71,0.35,0,0.15,0.04,1,,,,,12/3/21
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,146409671,94,B,1,0.82,0.53,0.67,0.34,0,0.09,0.08,1,,,,,3/2/23
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,95816024,89,G,0,0.73,0.44,0.57,0.39,0,0.32,0.06,1,,,,,4/7/23
REMIX EXCLUSIVO,Feid,1,2023,3,17,117206995,87,F,0,0.65,0.71,0.56,0.04,0,0.15,0.2,1,,,,,3/17/23
"ArcÔøΩÔøΩngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,100409613,124,B,0,0.72,0.79,0.78,0.55,0,0.15,0.3,1,,,,,3/22/23
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,80758350,78,G♯/A♭,1,0.71,0.8,0.65,0.51,0,0.22,0.32,1,,,,,3/27/23
10:35,"TiÔøΩÔøΩsto, Tate M",2,2022,11,1,325592432,120,G♯/A♭,1,0.7,0.7,0.79,0.07,0,0.18,0.1,1,,,,,11/1/22
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,58473276,96,F♯/G♭,0,0.48,0.5,0.8,0.4,0,0.37,0.2,1,,,,,3/31/23
HAPPY,NF,1,2023,3,25,52722996,106,G,1,0.73,0.22,0.86,0.31,0,0.12,0.04,1,,,,,3/25/23
La Bebe,Yng Lvcas,1,2021,12,24,191945597,170,D,0,0.78,0.75,0.46,0.62,0,0.12,0.35,1,,,,,12/24/21
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,77377503,134,B,0,0.67,0.11,0.76,0.08,0.47,0.3,0.07,1,,,,,3/24/23
Late Night Talking,Harry Styles,1,2022,5,20,743693613,115,A♯/B♭,1,0.71,0.9,0.73,0.3,0,0.11,0.05,1,,,,,5/20/22
LeÔøΩ,MarÔøΩÔøΩlia Mendo,1,2022,12,9,267789608,130,F♯/G♭,1,0.74,0.79,0.87,0.45,0,0.3,0.03,1,,,,,12/9/22
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,1221813483,118,,1,0.65,0.63,0.79,0.03,0,0.1,0.03,1,,,,,3/20/20
Something in the Orange,Zach Bryan,1,2022,4,22,449701773,110,G,1,0.59,0.22,0.38,0.42,0,0.12,0.03,1,,,,,4/22/22
VOID,Melanie Martinez,1,2023,3,29,67070410,100,A,1,0.72,0.42,0.66,0.18,0.04,0.19,0.04,1,,,,,3/29/23
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,116334601,142,G,0,0.7,0.76,0.79,0.26,0,0.11,0.07,1,,,,,3/14/23
Midnight Rain,Taylor Swift,1,2022,10,21,433356509,140,,1,0.64,0.18,0.37,0.72,0,0.12,0.07,1,,,,,10/21/22
If We Ever Broke Up,Mae Stephens,1,2023,2,10,165584767,116,G,1,0.9,0.96,0.73,0.62,0,0.09,0.04,1,,,,,2/10/23
You Proof,Morgan Wallen,1,2022,5,13,367814306,120,A,1,0.73,0.64,0.85,0.25,0,0.61,0.03,1,,,,,5/13/22
LA INOCENTE,"Feid, Mora",2,2022,4,1,477033549,92,F,0,0.76,0.46,0.79,0.31,0,0.07,0.06,1,,,,,4/1/22
Malas Decisiones,Kenia OS,1,2022,10,26,156214700,110,G♯/A♭,0,0.81,0.64,0.79,0.05,0,0.31,0.03,1,,,,,10/26/22
Murder In My Mind,Kordhell,1,2022,1,21,448843705,120,A♯/B♭,1,0.71,0.57,0.97,0.01,0,0.13,0.11,1,,,,,1/21/22
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,294352144,115,F,0,0.95,0.43,0.69,0.47,0,0.09,0.31,1,,,,,11/13/22
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,68216992,92,A♯/B♭,0,0.71,0.41,0.31,0.79,0,0.1,0.05,1,,,,,4/7/23
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,223582566,95,C♯/D♭,1,0.77,0.72,0.87,0.17,0,0.07,0.05,1,,,,,12/15/22
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,471819764,102,B,0,0.83,0.58,0.83,0.21,0,0.1,0.05,1,,,,,7/25/22
Low,SZA,1,2022,12,9,272377463,145,,0,0.7,0.34,0.55,0.43,0,0.16,0.06,1,,,,,12/9/22
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,149778242,95,,1,0.64,0.3,0.77,0.46,0,0.38,0.06,1,,,,,2/24/23
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,116599790,94,B,0,0.68,0.81,0.82,0.53,0,0.09,0.13,1,,,,,3/3/23
One Thing At A Time,Morgan Wallen,1,2022,12,2,148469433,142,G,1,0.61,0.92,0.91,0,0,0.26,0.03,1,,,,,12/2/22
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,497225336,145,F♯/G♭,0,0.59,0.2,0.74,0.01,0,0.15,0.05,1,,,,,8/5/22
AinÔøΩÔøΩÔøΩt Tha,Morgan Wallen,1,2023,3,3,88791109,121,F♯/G♭,0,0.64,0.67,0.8,0,0,0.36,0.03,1,,,,,3/3/23
ThinkinÔøΩÔøΩÔøΩ B,Morgan Wallen,1,2023,3,3,125917280,140,D♯/E♭,0,0.66,0.43,0.76,0.49,0,0.12,0.03,1,,,,,3/3/23
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,105062254,137,C♯/D♭,0,0.84,0.44,0.67,0.08,0,0.11,0.06,1,,,,,2/23/23
Everything I Love,Morgan Wallen,1,2023,1,31,95623148,104,G♯/A♭,1,0.56,0.72,0.85,0,0,0.15,0.03,1,,,,,1/31/23
Heaven,Niall Horan,1,2023,2,17,144584800,92,F,1,0.57,0.68,0.76,0.07,0,0.33,0.03,1,,,,,2/17/23
LET GO,Central Cee,1,2022,12,15,298063749,146,D,0,0.74,0.51,0.45,0.86,0,0.21,0.38,1,,,,,12/15/22
Sial,Mahalini,1,2023,1,23,166570053,120,D,1,0.56,0.2,0.43,0.89,0,0.12,0.04,1,,,,,1/23/23
I Wrote The Book,Morgan Wallen,1,2023,1,31,83021468,144,D,1,0.68,0.83,0.81,0.09,0,0.08,0.04,1,,,,,1/31/23
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,139836056,94,A,1,0.59,0.44,0.56,0.8,0,0.06,0.03,1,,,,,11/5/22
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,303216294,94,G♯/A♭,1,0.73,0.65,0.79,0.05,0.02,0.11,0.06,1,,,,,10/31/22
PLAYA DEL INGLÔøΩ,"Myke Towers, Quevedo",2,2022,12,15,221409663,113,G,0,0.79,0.66,0.74,0.08,0,0.11,0.05,1,,,,,12/15/22
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,58890931,148,E,1,0.5,0.49,0.76,0.12,0,0.12,0.03,1,,,,,3/3/23
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,81419389,98,C♯/D♭,1,0.7,0.29,0.73,0.12,0,0.11,0.26,1,,,,,3/3/23
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,156777415,140,B,1,0.58,0.26,0.38,0.91,0,0.1,0.04,1,,,,,5/31/22
Nobody Gets Me,SZA,1,2022,12,9,284908316,100,G,1,0.36,0.28,0.28,0.81,0,0.18,0.03,1,,,,,12/9/22
PERO TÔø,"Karol G, Quevedo",2,2023,2,23,93438910,140,F♯/G♭,1,0.86,0.68,0.79,0.39,0,0.11,0.29,1,,,,,2/23/23
Hype Boy,NewJeans,1,2022,8,1,363472647,100,E,0,0.59,0.78,0.94,0.27,0,0.29,0.23,1,,,,,8/1/22
MonotonÔøΩ,"Ozuna, Shakira",2,2022,10,19,380726517,132,,0,0.87,0.82,0.7,0.42,0,0.21,0.05,1,,,,,10/19/22
˝˝˝98 Braves,Morgan Wallen,1,2023,3,3,56533272,142,D,1,0.49,0.48,0.67,0.1,0,0.26,0.03,1,,,,,3/3/23
WANDA,Quevedo,1,2023,1,20,175399345,176,E,0,0.72,0.96,0.63,0.25,0,0.21,0.07,1,,,,,1/20/23
Thought You Should Know,Morgan Wallen,1,2022,5,6,203221468,140,F♯/G♭,1,0.53,0.51,0.7,0.49,0,0.14,0.03,1,,,,,5/6/22
Zona De Perigo,Leo Santana,1,2022,12,8,134294498,135,F,1,0.81,0.97,0.77,0.75,0,0.35,0.03,1,,,,,12/8/22
Lovezinho,Treyce,1,2022,7,28,70069745,128,E,0,0.82,0.61,0.59,0.3,0,0.12,0.04,1,,,,,7/28/22
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,609293408,101,F,1,0.74,0.43,0.69,0.12,0,0.12,0.07,1,,,,,6/3/22
Neverita,Bad Bunny,1,2022,5,6,671365962,122,A♯/B♭,1,0.88,0.43,0.5,0.07,0,0.14,0.05,1,,,,,5/6/22
Vista Al Mar,Quevedo,1,2022,9,8,362361576,105,,0,0.76,0.49,0.56,0.8,0.12,0.1,0.13,1,,,,,9/8/22
Sem AlianÔøΩÔøΩa no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,93587665,83,C♯/D♭,1,0.53,0.4,0.36,0.73,0,0.11,0.33,1,,,,,12/23/22
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,1223481149,77,B,0,0.72,0.59,0.76,0.24,0,0.42,0.28,1,,,,,9/3/21
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,263453310,158,C♯/D♭,1,0.65,0.72,0.95,0.31,0,0.92,0.05,1,,,,,11/3/22
QuÔøΩÔøΩ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,236857112,98,B,1,0.73,0.88,0.57,0.56,0,0.05,0.02,1,,,,,10/20/22
Love Again,The Kid Laroi,1,2023,1,27,147538971,107,B,0,0.66,0.47,0.4,0.72,0,0.11,0.03,1,,,,,1/27/23
After Hours,The Weeknd,1,2020,2,19,698086140,109,F,0,0.66,0.16,0.57,0.1,0.01,0.12,0.03,1,,,,,2/19/20
About Damn Time,Lizzo,1,2022,7,15,723894473,109,A♯/B♭,0,0.84,0.72,0.74,0.1,0,0.34,0.07,1,,,,,7/15/22
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,34450974,148,,1,0.53,0.61,0.81,0.05,0,0.36,0.04,1,,,,,3/3/23
