track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,popular,loudness,playlist_genre,track_id,duration_ms,released_date
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,610045621,154,F♯/G♭,1,0.66,0.63,0.69,0.21,0,0.11,0.07,1,,,,,7/8/21
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,1115880852,148,F,1,0.59,0.72,0.62,0.18,0,0.09,0.03,1,,,,,3/5/21
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,594482982,146,F,0,0.85,0.22,0.37,0.13,0,0.07,0.3,1,,,,,9/3/21
Don't Be Shy,"TiÔøΩÔøΩsto, Kar",2,2021,8,1,566954746,120,B,0,0.77,0.51,0.79,0.2,0,0.26,0.06,1,,,,,8/1/21
LA FAMA (with The Weeknd),"The Weeknd, ROSALÔøΩ",2,2021,11,11,374706940,136,,0,0.77,0.82,0.3,0.95,0,0.13,0.05,1,,,,,11/11/21
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,184937148,141,C♯/D♭,1,0.59,0.56,0.63,0.12,0,0.06,0.36,1,,,,,11/19/21
Phantom Regret by Jim,The Weeknd,1,2022,1,7,31959571,108,A,0,0.46,0.23,0.48,0.75,0.3,0.14,0.04,1,,,,,1/7/22
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,167076418,94,,1,0.42,0.47,0.36,0.76,0,0.09,0.05,1,,,,,11/19/21
Acapulco,Jason Derulo,1,2021,9,1,363467642,122,A♯/B♭,1,0.77,0.51,0.79,0.05,0,0.16,0.05,1,,,,,9/1/21
thought i was playing,"21 Savage, Gunna",2,2022,1,7,60680939,148,C♯/D♭,1,0.68,0.29,0.73,0,0,0.07,0.07,1,,,,,1/7/22
ELEVEN,IVE,1,2021,12,1,247737946,120,A,1,0.83,0.59,0.73,0.06,0,0.05,0.11,1,,,,,12/1/21
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,1699402402,91,G,0,0.7,0.76,0.72,0.22,0,0.27,0.04,1,,,,,7/24/20
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,154797871,120,E,1,0.72,0.54,0.71,0.26,0,0.1,0.04,1,,,,,11/19/21
DANCE CRIP,Trueno,1,2021,11,17,198883004,106,,1,0.86,0.86,0.79,0.11,0,0.08,0.09,1,,,,,11/17/21
Miserable Man,David Kushner,1,2022,1,7,124407432,110,A♯/B♭,1,0.63,0.31,0.35,0.93,0,0.29,0.03,1,,,,,1/7/22
happier,Olivia Rodrigo,1,2021,5,21,850608354,169,F♯/G♭,1,0.39,0.36,0.45,0.81,0,0.08,0.13,1,,,,,5/21/21
Praise God,Kanye West,1,2021,8,29,376333030,118,C♯/D♭,1,0.8,0.21,0.55,0.01,0,0.26,0.17,1,,,,,8/29/21
Get Into It (Yuh),Doja Cat,1,2021,6,25,516784627,92,G♯/A♭,0,0.91,0.79,0.66,0.32,0,0.09,0.16,1,,,,,6/25/21
Sky,Playboi Carti,1,2020,12,25,506778838,140,D,1,0.79,0.56,0.91,0.26,0,0.13,0.21,1,,,,,12/25/20
Sobrio,Maluma,1,2021,7,8,513643924,178,F,1,0.76,0.63,0.77,0.14,0,0.15,0.22,1,,,,,7/8/21
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,261286503,108,G,0,0.96,0.71,0.42,0.57,0,0.08,0.09,1,,,,,12/23/21
favorite crime,Olivia Rodrigo,1,2021,5,21,783706581,173,A,1,0.4,0.19,0.29,0.86,0,0.34,0.04,1,,,,,5/21/21
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,422691058,101,C♯/D♭,1,0.67,0.4,0.9,0.03,0,0.34,0.06,1,,,,,5/7/21
positions,Ariana Grande,1,2020,10,23,1252563873,144,,1,0.73,0.66,0.8,0.44,0,0.09,0.12,1,,,,,10/23/20
I WANNA BE YOUR SLAVE,MÔøΩÔøΩne,1,2021,3,19,851070493,133,C♯/D♭,1,0.75,0.96,0.61,0,0,0.18,0.04,1,,,,,3/19/21
Vai LÔøΩÔøΩ Em Casa ,"MarÔøΩÔøΩlia MendonÔøΩÔøΩa, George Henrique &",2,2021,10,22,263894529,158,G♯/A♭,0,0.46,0.62,0.83,0.53,0,0.97,0.28,1,,,,,10/22/21
The Feels,TWICE,1,2021,10,1,345903614,120,A,1,0.81,0.92,0.9,0.09,0,0.08,0.07,1,,,,,10/1/21
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,951637566,129,,1,0.61,0.59,0.46,0.56,0,0.13,0.05,1,,,,,2/21/20
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,427486004,124,G♯/A♭,0,0.79,0.79,0.84,0.02,0,0.05,0.05,1,,,,,8/13/21
2055,Sleepy hallow,1,2021,4,14,624515457,161,F♯/G♭,0,0.78,0.65,0.52,0.46,0,0.12,0.31,1,,,,,4/14/21
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,412795151,81,,1,0.45,0.12,0.57,0.07,0,0.23,0.03,1,,,,,7/28/21
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,355219175,105,G♯/A♭,1,0.76,0.58,0.84,0.1,0,0.13,0.1,1,,,,,9/2/21
Every Summertime,NIKI,1,2021,8,10,290228626,79,F♯/G♭,1,0.63,0.76,0.67,0.38,0,0.06,0.04,1,,,,,8/10/21
you broke me first,Tate McRae,1,2020,4,17,1180094974,124,E,1,0.64,0.08,0.37,0.79,0,0.09,0.05,1,,,,,4/17/20
Take My Breath,The Weeknd,1,2021,8,6,432702334,121,G♯/A♭,1,0.75,0.53,0.74,0.02,0,0.11,0.05,1,,,,,8/6/21
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,489945871,136,B,0,0.8,0.33,0.6,0,0,0.32,0.14,1,,,,,9/3/21
CÔøΩÔøΩ,Rauw Alejandro,1,2021,6,25,465959382,102,A,0,0.77,0.26,0.63,0.58,0,0.11,0.05,1,,,,,6/25/21
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,1223481149,77,G,1,0.73,0.54,0.74,0.23,0,0.41,0.23,1,,,,,10/27/21
QuÔøΩÔøΩ MÔøΩÔø,"J Balvin, Maria Becerra",2,2021,1,28,720825549,102,G♯/A♭,1,0.89,0.77,0.82,0.03,0,0.17,0.11,1,,,,,1/28/21
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,593917618,168,C♯/D♭,1,0.67,0.29,0.47,0.05,0,0.22,0.26,1,,,,,9/3/21
Bar,"Tini, L-Gante",2,2021,11,11,200972675,94,C♯/D♭,1,0.52,0.68,0.69,0.13,0,0.33,0.08,1,,,,,11/11/21
The Rumbling (TV Size),SiM,1,2022,1,10,71014967,145,G♯/A♭,1,0.41,0.65,0.88,0,0,0.26,0.05,1,,,,,1/10/22
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,560222750,134,C♯/D♭,1,0.71,0.14,0.61,0.01,0,0.23,0.33,1,,,,,8/27/21
Blessed-Cursed,ENHYPEN,1,2022,1,10,77337771,127,E,0,0.6,0.4,0.89,0.09,0,0.6,0.06,1,,,,,1/10/22
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,528544703,172,F♯/G♭,0,0.74,0.79,0.66,0.11,0,0.08,0.16,1,,,,,6/24/21
Polaroid Love,ENHYPEN,1,2022,1,10,211372494,138,G,0,0.74,0.65,0.67,0.46,0,0.36,0.04,1,,,,,1/10/22
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,651732901,120,G,1,0.72,0.67,0.72,0,0,0.13,0.04,1,,,,,4/28/21
Permission to Dance,BTS,1,2021,7,9,608334048,125,A,1,0.7,0.65,0.74,0.01,0,0.34,0.04,1,,,,,7/9/21
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,863756573,123,D,1,0.82,0.8,0.86,0.01,0,0.3,0.13,1,,,,,1/15/21
RAPSTAR,Polo G,1,2021,4,9,797402345,81,F♯/G♭,1,0.79,0.44,0.54,0.41,0,0.13,0.24,1,,,,,4/9/21
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny TavÔøΩÔøΩrez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,223319934,84,G,0,0.56,0.61,0.76,0.1,0,0.14,0.11,1,,,,,8/12/21
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,54937991,115,F,0,0.9,0.74,0.54,0.16,0,0.13,0.28,1,,,,,1/7/22
When IÔøΩÔøΩÔøΩm Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,226897599,125,,1,0.69,0.7,0.89,0.04,0,0.49,0.03,1,,,,,12/29/21
EsqueÔøΩÔøΩa-Me Se For C,"MarÔøΩÔøΩlia MendonÔøΩÔøΩa, Maiara &",2,2021,10,14,258316038,122,F♯/G♭,0,0.8,0.62,0.69,0.28,0,0.13,0.07,1,,,,,10/14/21
MiÔøΩÔøΩn,"Tini, Maria Becerra",2,2021,4,29,596152090,92,D,1,0.85,0.92,0.54,0.16,0,0.29,0.07,1,,,,,4/29/21
SÔøΩÔøΩ,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,177129919,90,F♯/G♭,0,0.63,0.75,0.75,0.17,0,0.11,0.08,1,,,,,11/18/21
MAMIII,"Karol G, Becky G",2,2022,2,10,716591492,94,E,0,0.84,0.9,0.7,0.09,0,0.14,0.08,1,,,,,2/10/22
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,246376690,130,D,0,0.51,0.5,0.76,0.3,0,0.1,0.07,1,,,,,2/11/22
Boyfriend,Dove Cameron,1,2022,2,11,496311364,180,G,0,0.35,0.23,0.61,0.23,0,0.19,0.06,1,,,,,2/11/22
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,146789379,134,,1,0.53,0.31,0.31,0.92,0,0.28,0.03,1,,,,,2/11/22
Light Switch,Charlie Puth,1,2022,1,19,500340342,184,F♯/G♭,1,0.69,0.91,0.63,0.11,0,0.09,0.31,1,,,,,1/19/22
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,107255472,147,G♯/A♭,0,0.47,0.5,0.8,0.1,0,0.32,0.38,1,,,,,2/11/22
Brividi,"Mahmood, Blanco",2,2022,2,2,135079152,123,G,1,0.52,0.44,0.6,0.4,0,0.26,0.03,1,,,,,2/2/22
she's all i wanna be,Tate McRae,1,2022,2,4,343197054,160,D,0,0.61,0.65,0.64,0.01,0,0.12,0.04,1,,,,,2/4/22
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,327498031,95,F,0,0.84,0.49,0.72,0.08,0,0.15,0.08,1,,,,,7/24/20
Cigarettes,Juice WRLD,1,2021,12,10,185408548,160,D,1,0.6,0.47,0.62,0.03,0,0.38,0.04,1,,,,,12/10/21
"CayÔøΩÔøΩ La Noche (feat. Cruz CafunÔøΩÔøΩ, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz CafunÔøΩÔøΩ, BÔøΩÔøΩjo, Abhir Hathi",7,2022,1,14,245400167,174,F,0,0.67,0.74,0.75,0.44,0,0.07,0.3,1,,,,,1/14/22
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,252871192,172,B,0,0.31,0.04,0.86,0.01,0,0.28,0.17,1,,,,,11/19/21
Mujeriego,Ryan Castro,1,2021,12,17,231996128,80,A,1,0.76,0.92,0.62,0.06,0,0.08,0.13,1,,,,,12/17/21
A Tu Merced,Bad Bunny,1,2020,2,29,685071800,92,,1,0.86,0.89,0.79,0.17,0,0.11,0.06,1,,,,,2/29/20
Numb Little Bug,Em Beihold,1,2022,1,28,258714692,85,G♯/A♭,0,0.74,0.61,0.52,0.3,0,0.26,0.09,1,,,,,1/28/22
212,"Mainstreet, Chefin",2,2022,1,15,143139338,154,D,0,0.79,0.86,0.52,0.66,0,0.09,0.07,1,,,,,1/15/22
ProblemÔøΩ,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,209768491,92,D,0,0.73,0.37,0.74,0.28,0,0.14,0.06,1,,,,,10/22/21
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,64714573,140,B,1,0.89,0.75,0.7,0.06,0,0.13,0.05,1,,,,,2/11/22
Worst Day,Future,1,2022,2,11,50746620,89,C♯/D♭,1,0.65,0.6,0.6,0.11,0,0.1,0.4,1,,,,,2/11/22
Malvada,ZÔøΩÔøΩ Fe,1,2022,1,28,154119539,135,F,0,0.89,0.89,0.86,0.16,0,0.08,0.05,1,,,,,1/28/22
Hrs and Hrs,Muni Long,1,2021,11,19,181328253,140,G♯/A♭,0,0.51,0.66,0.53,0.6,0,0.11,0.18,1,,,,,11/19/21
Christmas Tree,V,1,2021,12,24,317622165,139,F,1,0.44,0.18,0.38,0.7,0,0.12,0.04,1,,,,,12/24/21
Mal Feito - Ao Vivo,"MarÔøΩÔøΩlia MendonÔøΩÔøΩa, Hugo & G",2,2022,1,14,291709698,124,,0,0.73,0.68,0.83,0.55,0,0.9,0.07,1,,,,,1/14/22
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,81350745,120,C♯/D♭,0,0.84,0.54,0.51,0.47,0,0.12,0.4,1,,,,,2/4/22
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,64787943,117,C♯/D♭,1,0.92,0.62,0.86,0.11,0,0.24,0.24,1,,,,,2/4/22
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,759208783,93,C♯/D♭,1,0.74,0.59,0.87,0.03,0,0.08,0.05,1,,,,,2/29/20
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,299634472,124,G,1,0.81,0.68,0.63,0.17,0,0.1,0.22,1,,,,,3/11/22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,756907987,95,G♯/A♭,1,0.76,0.96,0.7,0.18,0,0.33,0.04,1,,,,,3/4/22
Una Noche en MedellÔøΩ,Cris Mj,1,2022,1,21,682475162,96,A♯/B♭,0,0.87,0.82,0.53,0.1,0,0.05,0.08,1,,,,,1/21/22
Envolver,Anitta,1,2021,11,11,546191065,92,E,0,0.81,0.4,0.73,0.15,0,0.09,0.08,1,,,,,11/11/21
Starlight,Dave,1,2022,3,3,229473310,124,G,1,0.95,0.36,0.37,0.35,0,0.1,0.28,1,,,,,3/3/22
Hati-Hati di Jalan,Tulus,1,2022,3,3,202677468,72,F♯/G♭,1,0.64,0.76,0.44,0.7,0.09,0.12,0.04,1,,,,,3/3/22
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,121913181,71,,0,0.28,0.26,0.2,0.19,0,0.3,0.03,1,,,,,2/4/22
DANÔøΩÔøΩA,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,208166039,135,A,0,0.78,0.55,0.57,0.04,0,0.1,0.08,1,,,,,2/1/22
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,94616487,71,C♯/D♭,0,0.59,0.7,0.74,0.56,0,0.11,0.4,1,,,,,3/3/22
Jordan,Ryan Castro,1,2021,4,30,394030335,180,A♯/B♭,0,0.8,0.71,0.68,0.06,0,0.1,0.37,1,,,,,4/30/21
Nail Tech,Jack Harlow,1,2022,2,18,193443895,150,E,0,0.65,0.11,0.58,0,0,0.12,0.09,1,,,,,2/18/22
Chale,Eden MuÔøΩÔ,1,2022,2,18,299648208,189,G♯/A♭,1,0.55,0.86,0.44,0.4,0,0.07,0.04,1,,,,,2/18/22
DARARI,Treasure,1,2022,2,15,182978249,85,,1,0.72,0.55,0.64,0.49,0,0.07,0.04,1,,,,,2/15/22
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,319757142,140,G,1,0.59,0.73,0.45,0.44,0,0.34,0.03,1,,,,,2/18/22
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,153240879,104,D,0,0.8,0.24,0.65,0.02,0,0.09,0.04,1,,,,,2/25/22
this is what falling in love feels like,JVKE,1,2021,9,3,346127840,129,B,1,0.42,0.33,0.44,0.62,0,0.08,0.06,1,,,,,9/3/21
La Zona,Bad Bunny,1,2020,2,29,312622938,94,C♯/D♭,0,0.76,0.81,0.8,0.2,0,0.25,0.04,1,,,,,2/29/20
Levitating,Dua Lipa,1,2020,3,27,797196073,103,F♯/G♭,0,0.69,0.9,0.88,0.05,0,0.29,0.08,1,,,,,3/27/20
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,665765558,164,A♯/B♭,0,0.7,0.71,0.58,0.24,0,0.07,0.13,1,,,,,5/21/21
MonÔøΩÔøΩy so,YEAT,1,2021,9,10,263779030,138,D,1,0.69,0.35,0.57,0.12,0,0.1,0.09,1,,,,,9/10/21
Demasiadas Mujeres,C. Tangana,1,2020,10,8,339473453,126,A,0,0.67,0.37,0.46,0.13,0,0.1,0.39,1,,,,,10/8/20
O.O,NMIXX,1,2022,2,22,135444283,200,B,0,0.39,0.28,0.77,0.04,0,0.06,0.29,1,,,,,2/22/22
First Class,Jack Harlow,1,2022,4,8,694525298,107,G♯/A♭,1,0.91,0.32,0.56,0.03,0,0.11,0.1,1,,,,,4/8/22
Plan A,Paulo Londra,1,2022,3,23,240661097,174,,1,0.58,0.56,0.83,0.05,0,0.07,0.04,1,,,,,3/23/22
Fuera del mercado,Danny Ocean,1,2022,2,17,421365166,92,G♯/A♭,1,0.45,0.27,0.67,0.32,0,0.13,0.14,1,,,,,2/17/22
X ÔøΩÔøΩLTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,349746291,90,G,1,0.81,0.59,0.83,0.09,0,0.11,0.05,1,,,,,3/25/22
When You're Gone,Shawn Mendes,1,2022,3,31,255120451,147,F,1,0.6,0.58,0.69,0.02,0,0.58,0.04,1,,,,,3/31/22
In My Head,Lil Tjay,1,2022,4,1,190981339,143,C♯/D♭,1,0.68,0.41,0.55,0.16,0,0.1,0.12,1,,,,,4/1/22
LOVE DIVE,IVE,1,2022,4,5,305771063,118,C♯/D♭,0,0.7,0.54,0.71,0,0,0.33,0.04,1,,,,,4/5/22
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,273005485,98,G,0,0.83,0.63,0.74,0.14,0,0.16,0.06,1,,,,,3/18/22
Chance,Paulo Londra,1,2022,4,6,89566512,138,C♯/D♭,0,0.72,0.22,0.46,0.24,0,0.09,0.06,1,,,,,4/6/22
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,75476209,180,G,0,0.63,0.45,0.64,0.34,0,0.09,0.08,1,,,,,4/7/22
Angel Baby,Troye Sivan,1,2021,9,9,408843328,145,B,1,0.56,0.41,0.57,0.01,0,0.13,0.03,1,,,,,9/9/21
Vampiro,"MatuÔøΩÔøΩ, Wiu, ",3,2022,1,30,187772591,115,G♯/A♭,0,0.78,0.63,0.64,0.01,0,0.07,0.04,1,,,,,1/30/22
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,178512385,82,A♯/B♭,1,0.79,0.48,0.84,0.13,0,0.21,0.23,1,,,,,3/31/22
Right On,Lil Baby,1,2022,4,8,101780047,166,D,1,0.7,0.22,0.61,0.02,0,0.1,0.34,1,,,,,4/8/22
Me ArrepentÔø,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,118381354,92,,1,0.86,0.91,0.79,0.29,0,0.6,0.16,1,,,,,3/30/22
That's Hilarious,Charlie Puth,1,2022,4,8,146363130,108,F♯/G♭,1,0.71,0.55,0.44,0.74,0,0.11,0.06,1,,,,,4/8/22
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,126443991,84,E,0,0.71,0.63,0.45,0.45,0,0.11,0.03,1,,,,,3/25/22
RUMBATÔøΩ,Daddy Yankee,1,2022,3,25,157990698,95,D♯/E♭,0,0.69,0.9,0.91,0.06,0,0.35,0.04,1,,,,,3/25/22
sentaDONA (Remix) s2,"LuÔøΩÔøΩsa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,176290831,135,D♯/E♭,0,0.93,0.77,0.45,0.25,0,0.13,0.27,1,,,,,3/17/22
Fim de Semana no Rio,teto,1,2022,3,30,139193812,119,C♯/D♭,0,0.87,0.28,0.5,0.12,0,0.1,0.1,1,,,,,3/30/22
MANIAC,Stray Kids,1,2022,3,18,212234990,120,C♯/D♭,1,0.58,0.71,0.8,0.15,0,0.07,0.41,1,,,,,3/18/22
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,197643795,98,F,1,0.78,0.83,0.75,0.41,0,0.27,0.08,1,,,,,3/18/22
Ain't Shit,Doja Cat,1,2021,6,25,499710590,124,D♯/E♭,1,0.86,0.62,0.49,0.51,0,0.35,0.21,1,,,,,6/25/21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and PixarÔøΩÔøΩÔøΩs Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,120847157,105,A,0,0.91,0.73,0.72,0.13,0,0.09,0.15,1,,,,,2/25/22
Still Life,BIGBANG,1,2022,4,5,53909146,118,G♯/A♭,1,0.68,0.24,0.58,0.44,0,0.06,0.03,1,,,,,4/5/22
N95,Kendrick Lamar,1,2022,5,13,301242089,140,D♯/E♭,0,0.81,0.39,0.66,0.38,0,0.12,0.14,1,,,,,5/13/22
About Damn Time,Lizzo,1,2022,4,14,723894473,109,A♯/B♭,0,0.84,0.72,0.74,0.1,0,0.34,0.07,1,,,,,4/14/22
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,237351106,101,C♯/D♭,0,0.78,0.4,0.74,0.36,0,0.17,0.27,1,,,,,5/13/22
DespuÔøΩÔøΩs de la P,Bad Bunny,1,2022,5,6,461558540,78,F,1,0.56,0.61,0.9,0.36,0,0.18,0.31,1,,,,,5/6/22
Un Ratito,Bad Bunny,1,2022,5,6,417230415,93,,0,0.79,0.22,0.55,0.31,0,0.12,0.05,1,,,,,5/6/22
United In Grief,Kendrick Lamar,1,2022,5,13,156898322,87,G♯/A♭,1,0.52,0.32,0.83,0.24,0,0.17,0.43,1,,,,,5/13/22
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,127309180,153,A♯/B♭,0,0.55,0.5,0.78,0.19,0,0.11,0.35,1,,,,,5/13/22
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,313113297,142,,1,0.87,0.93,0.59,0.28,0,0.17,0.05,1,,,,,5/6/22
Rich Spirit,Kendrick Lamar,1,2022,5,13,173702135,96,A♯/B♭,0,0.85,0.41,0.43,0.39,0,0.12,0.21,1,,,,,5/13/22
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,271666301,125,,1,0.5,0.39,0.78,0.04,0,0.11,0.33,1,,,,,5/12/22
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,305650299,85,A♯/B♭,1,0.71,0.43,0.65,0.23,0,0.09,0.05,1,,,,,5/6/22
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,123216717,140,C♯/D♭,0,0.92,0.78,0.57,0.46,0,0.14,0.09,1,,,,,5/13/22
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,479655659,196,B,0,0.66,0.58,0.79,0.23,0,0.22,0.2,1,,,,,5/6/22
Count Me Out,Kendrick Lamar,1,2022,5,13,126191104,134,G,1,0.78,0.51,0.43,0.69,0,0.14,0.09,1,,,,,5/13/22
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,344055883,103,C♯/D♭,0,0.8,0.45,0.62,0.76,0,0.1,0.38,1,,,,,5/6/22
Dos Mil 16,Bad Bunny,1,2022,5,6,338422004,130,C♯/D♭,1,0.82,0.5,0.67,0.12,0,0.13,0.05,1,,,,,5/6/22
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,68895644,108,B,1,0.65,0.52,0.69,0.31,0,0.08,0.36,1,,,,,5/13/22
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,86176890,123,G♯/A♭,1,0.61,0.66,0.71,0.53,0,0.32,0.46,1,,,,,5/13/22
